Name,Gun,Manufacturer,Burst,Element,Class,Rarity,Reload Time,Ammo,RoF,RoF/60,Burst value,"F1, 0.000","F2, 0.033","F3, 0.067","F4, 0.100","F5, 0.133","F6, 0.167","F7, 0.200","F8, 0.233","F9, 0.267","F10, 0.300","F11, 0.333","F12, 0.367","F13, 0.400","F14, 0.433","F15, 0.467","F16, 0.500","F17, 0.533","F18, 0.567","F19, 0.600","F20, 0.633","F21, 0.667","F22, 0.700","F23, 0.733","F24, 0.767","F25, 0.800","F26, 0.833","F27, 0.867","F28, 0.900","F29, 0.933","F30, 0.967","F31, 1.000","F32, 1.033","F33, 1.067","F34, 1.100","F35, 1.133","F36, 1.167","F37, 1.200","F38, 1.233","F39, 1.267","F40, 1.300","F41, 1.333","F42, 1.367","F43, 1.400","F44, 1.433","F45, 1.467","F46, 1.500","F47, 1.533","F48, 1.567","F49, 1.600","F50, 1.633","F51, 1.667","F52, 1.700","F53, 1.733","F54, 1.767","F55, 1.800","F56, 1.833","F57, 1.867","F58, 1.900","F59, 1.933","F60, 1.967","F61, 2.000","F62, 2.033","F63, 2.067","F64, 2.100","F65, 2.133","F66, 2.167","F67, 2.200","F68, 2.233","F69, 2.267","F70, 2.300","F71, 2.333","F72, 2.367","F73, 2.400","F74, 2.433","F75, 2.467","F76, 2.500","F77, 2.533","F78, 2.567","F79, 2.600","F80, 2.633","F81, 2.667","F82, 2.700","F83, 2.733","F84, 2.767","F85, 2.800","F86, 2.833","F87, 2.867","F88, 2.900","F89, 2.933","F90, 2.967","F91, 3.000","F92, 3.033","F93, 3.067","F94, 3.100","F95, 3.133","F96, 3.167","F97, 3.200","F98, 3.233","F99, 3.267","F100, 3.300","F101, 3.333","F102, 3.367","F103, 3.400","F104, 3.433","F105, 3.467","F106, 3.500","F107, 3.533","F108, 3.567","F109, 3.600","F110, 3.633","F111, 3.667","F112, 3.700","F113, 3.733","F114, 3.767","F115, 3.800","F116, 3.833","F117, 3.867","F118, 3.900","F119, 3.933","F120, 3.967","F121, 4.000","F122, 4.033","F123, 4.067","F124, 4.100","F125, 4.133","F126, 4.167","F127, 4.200","F128, 4.233","F129, 4.267","F130, 4.300","F131, 4.333","F132, 4.367","F133, 4.400","F134, 4.433","F135, 4.467","F136, 4.500","F137, 4.533","F138, 4.567","F139, 4.600","F140, 4.633","F141, 4.667","F142, 4.700","F143, 4.733","F144, 4.767","F145, 4.800","F146, 4.833","F147, 4.867","F148, 4.900","F149, 4.933","F150, 4.967"
Cinderella,RL(Special),Pilgrim,B3,Electric,Defender,SSR,2,24,180,3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.8,2.4,2.4,2.4,2.4,2.4,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,3,3,3,3,3,3,3,3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,4.95,1.2
Mica:Snow Buddy(level 10 s2),SMG,Tetra,B1,Iron,Supporter,SSR,2,60,1440,24,0.2666666667,0.2666666667,0.2666666667,0.5333333333,0.5333333333,0.8,1.066666667,1.066666667,1.333333333,1.6,1.6,1.866666667,2.133333333,2.133333333,2.4,2.666666667,2.666666667,2.933333333,2.933333333,3.2,3.466666667,3.466666667,3.733333333,4,4,4.266666667,4.533333333,4.533333333,4.8,5.066666667,5.066666667,5.333333333,5.333333333,5.6,5.866666667,5.866666667,6.133333333,6.4,6.4,6.666666667,6.933333333,6.933333333,7.2,7.466666667,7.466666667,7.733333333,8,8,8.266666667,8.266666667,8.533333333,8.8,8.8,9.066666667,9.333333333,9.333333333,9.6,9.866666667,9.866666667,10.13333333,10.4,10.4,10.66666667,10.66666667,10.93333333,11.2,11.2,11.46666667,11.73333333,11.73333333,12,12.26666667,12.26666667,12.53333333,12.8,12.8,13.06666667,13.06666667,13.33333333,13.6,13.6,13.86666667,14.13333333,14.13333333,14.4,14.66666667,14.66666667,14.93333333,15.2,15.2,15.46666667,15.73333333,15.73333333,16,16,16.26666667,16.53333333,16.53333333,16.8,17.06666667,17.06666667,17.33333333,17.6,17.6,17.86666667,18.13333333,18.13333333,18.4,18.4,18.66666667,18.93333333,18.93333333,21.6,19.46666667,19.46666667,19.73333333,20,20,20.26666667,20.53333333,20.53333333,20.8,20.8,21.06666667,21.33333333,21.33333333,21.6,21.86666667,21.86666667,22.13333333,22.4,22.4,22.66666667,22.93333333,22.93333333,23.2,23.46666667,23.46666667,23.73333333,23.73333333,24,24.26666667,24.26666667,24.53333333,24.8,24.8,25.06666667,25.33333333,25.33333333,27.6,27.6
Asuka(Ammo OLed),AR (Special),Abnormal,B3,Fire,Attacker,SSR,1,60,720,12,0.2625,0.2625,0.2625,0.2625,0.2625,0.525,0.525,0.525,0.7875,0.7875,0.7875,1.05,1.05,1.05,1.3125,1.3125,1.3125,1.575,1.575,1.575,1.8375,1.8375,1.8375,2.1,2.1,2.1,2.3625,2.3625,2.3625,2.625,2.625,2.625,2.625,2.8875,2.8875,2.8875,3.15,3.15,3.15,3.4125,3.4125,3.4125,3.675,3.675,3.675,3.9375,3.9375,3.9375,4.2,4.2,4.2,4.4625,4.4625,4.4625,4.725,4.725,4.725,4.9875,4.9875,4.9875,5.25,5.25,5.25,5.25,5.5125,5.5125,5.5125,5.775,5.775,5.775,6.0375,6.0375,6.0375,6.3,6.3,6.3,6.5625,6.5625,6.5625,6.825,6.825,6.825,7.0875,7.0875,7.0875,7.35,7.35,7.35,7.6125,7.6125,7.6125,7.875,7.875,7.875,7.875,8.1375,8.1375,8.1375,8.4,8.4,8.4,8.6625,8.6625,8.6625,8.925,8.925,8.925,9.1875,9.1875,9.1875,9.45,9.45,9.45,9.7125,9.7125,9.7125,9.975,9.975,9.975,10.2375,10.2375,10.2375,10.2375,10.5,10.5,10.5,10.7625,10.7625,10.7625,11.025,11.025,11.025,11.2875,11.2875,11.2875,11.55,11.55,11.55,11.8125,11.8125,11.8125,12.075,12.075,12.075,12.3375,12.3375,12.3375,12.6,12.6,12.6,12.8625
Mihara,AR,Missilis,B3,Water,Attacker,SR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
Phantom,AR,Elysion,B3,Water,Attacker,SSR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
Snow White,AR,Pilgrim,B3,Iron,Attacker,SSR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
Ade,AR,Tetra,B2,Wind,Supporter,SSR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
Moran,AR,Tetra,B1,Electric,Defender,SSR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
iDoll Flower,AR,Tetra,B1,Wind,Defender,SR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
Sakura: Bloom in Summer,AR,Tetra,B3,Wind,Attacker,SSR,2,60,720,12,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1.2,1.2,1.2,1.4,1.4,1.4,1.6,1.6,1.6,1.8,1.8,1.8,2,2,2,2,2.2,2.2,2.2,2.4,2.4,2.4,2.6,2.6,2.6,2.8,2.8,2.8,3,3,3,3.2,3.2,3.2,3.4,3.4,3.4,3.6,3.6,3.6,3.8,3.8,3.8,4,4,4,4,4.2,4.2,4.2,4.4,4.4,4.4,4.6,4.6,4.6,4.8,4.8,4.8,5,5,5,5.2,5.2,5.2,5.4,5.4,5.4,5.6,5.6,5.6,5.8,5.8,5.8,6,6,6,6,6.2,6.2,6.2,6.4,6.4,6.4,6.6,6.6,6.6,6.8,6.8,6.8,7,7,7,7.2,7.2,7.2,7.4,7.4,7.4,7.6,7.6,7.6,7.8,7.8,7.8,7.8,8,8,8,8.2,8.2,8.2,8.4,8.4,8.4,8.6,8.6,8.6,8.8,8.8,8.8,9,9,9,9.2,9.2,9.2,9.4,9.4,9.4,9.6,9.6,9.6,9.8
2B,AR,Abnormal,B3,Fire,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Tove,AR,Missilis,B1,Water,Supporter,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Blanc,AR,Tetra,B2,Wind,Defender,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Brid,AR,Elysion,B3,Water,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Dorothy,AR,Pilgrim,B1,Water,Supporter,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Folkwang,AR,Tetra,B2,Water,Defender,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Guillotine: Winter Slayer,AR,Elysion,B3,Water,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Helm:Aquamarine,AR,Elysion,B2,Iron,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
